Target,Model,Percentile,Factor_Type,EF_lit,NEF_lit,EF_calc,NEF_calc,n,N,Ns,ns,PM,ROCE,CCR,REF,MCC,CKC,AUC_ROC,BEDROC
mapk1,GenScore(ft_0.5),0.5,NEF,,6.49,3.226,6.48,308,61875,310,10,0.87,6.663,0.514,3.247,0.028,0.028,0.641,0.061
mapk1,GenScore(ft_0.5),1.0,NEF,,4.87,2.423,4.868,308,61875,619,15,0.832,4.964,0.519,4.87,0.028,0.026,0.641,0.061
mapk1,GenScore(ft_0.5),5.0,NEF,,2.6,1.293,2.597,308,61875,3094,40,0.724,2.618,0.54,12.987,0.026,0.015,0.641,0.061
mtorc1,GenScore(ft_0.5),0.5,NEF,,0.0,0.0,0.0,97,33069,166,0,0.0,0.0,0.497,0.0,-0.004,-0.004,0.499,0.002
mtorc1,GenScore(ft_0.5),1.0,NEF,,0.0,0.0,0.0,97,33069,331,0,0.0,0.0,0.495,0.0,-0.005,-0.005,0.499,0.002
mtorc1,GenScore(ft_0.5),5.0,NEF,,0.41,0.121,0.412,97,33069,1654,2,0.292,0.412,0.485,2.062,-0.007,-0.003,0.499,0.002
oprk1,GenScore(ft_0.5),0.5,NEF,,8.33,0.074,8.33,24,269499,1348,1,0.893,8.336,0.518,4.167,0.005,0.001,0.643,0.04
oprk1,GenScore(ft_0.5),1.0,NEF,,4.17,0.037,4.167,24,269499,2695,1,0.806,4.168,0.516,4.167,0.003,0.001,0.643,0.04
oprk1,GenScore(ft_0.5),5.0,NEF,,1.67,0.015,1.667,24,269499,13475,2,0.625,1.667,0.517,8.333,0.001,0.0,0.643,0.04
pkm2,GenScore(ft_0.5),0.5,NEF,,4.03,0.896,4.026,546,245225,1227,11,0.802,4.054,0.508,2.015,0.01,0.009,0.604,0.036
pkm2,GenScore(ft_0.5),1.0,NEF,,3.3,0.734,3.296,546,245225,2453,18,0.768,3.313,0.512,3.297,0.011,0.008,0.604,0.036
pkm2,GenScore(ft_0.5),5.0,NEF,,2.05,0.457,2.051,546,245225,12262,56,0.673,2.056,0.526,10.256,0.011,0.005,0.604,0.036
pparg,GenScore(ft_0.5),0.5,NEF,,43.11,23.81,40.625,24,4095,21,5,0.981,53.008,0.602,23.81,0.218,0.218,0.839,0.295
pparg,GenScore(ft_0.5),1.0,NEF,,25.62,14.634,24.97,24,4095,41,6,0.967,29.079,0.621,25.0,0.185,0.179,0.839,0.295
pparg,GenScore(ft_0.5),5.0,NEF,,8.89,5.366,9.155,24,4095,205,11,0.906,9.618,0.705,45.833,0.144,0.086,0.839,0.295
tp53,GenScore(ft_0.5),0.5,NEF,,0.0,0.0,0.0,64,3409,18,0,0.0,0.0,0.497,0.0,-0.01,-0.008,0.597,0.03
tp53,GenScore(ft_0.5),1.0,NEF,,0.0,0.0,0.0,64,3409,35,0,0.0,0.0,0.495,0.0,-0.014,-0.013,0.597,0.03
tp53,GenScore(ft_0.5),5.0,NEF,,1.26,2.339,1.246,64,3409,171,4,0.556,1.252,0.506,6.25,0.008,0.007,0.597,0.03
vdr,GenScore(ft_0.5),0.5,NEF,,1.81,0.456,1.831,655,263303,1317,6,0.647,1.835,0.502,0.916,0.003,0.003,0.454,0.016
vdr,GenScore(ft_0.5),1.0,NEF,,1.47,0.38,1.526,655,263303,2634,10,0.604,1.528,0.503,1.527,0.003,0.002,0.454,0.016
vdr,GenScore(ft_0.5),5.0,NEF,,1.02,0.251,1.008,655,263303,13166,33,0.502,1.008,0.5,5.038,0.0,0.0,0.454,0.016
adrb2,Surflex/Surflex,1.0,NEF,,5.88,0.032,5.882,17,311765,3118,1,0.855,5.883,0.524,5.882,0.004,0.001,,
aldh1,Surflex/Surflex,1.0,NEF,,0.96,4.846,0.969,5363,107237,1073,52,0.492,0.967,0.5,4.846,-0.001,-0.001,,
esr1a,Surflex/Surflex,1.0,NEF,,0.0,0.0,0.0,13,4391,44,0,0.0,0.0,0.495,0.0,-0.005,-0.005,,
esr1t,Surflex/Surflex,1.0,NEF,,0.98,2.5,1.11,88,3908,40,1,0.527,1.113,0.501,2.5,0.002,0.002,,
fen1,Surflex/Surflex,1.0,NEF,,4.34,0.456,4.444,360,351078,3511,16,0.817,4.46,0.517,4.444,0.011,0.006,,
gba,Surflex/Surflex,1.0,NEF,,8.43,0.48,8.586,163,291404,2915,14,0.896,8.623,0.538,8.589,0.018,0.008,,
idh1,Surflex/Surflex,1.0,NEF,,0.0,0.0,0.0,39,358796,3588,0,0.0,0.0,0.495,0.0,-0.001,-0.0,,
kat2a,Surflex/Surflex,1.0,NEF,,2.58,0.146,2.577,194,342923,3430,5,0.721,2.579,0.508,2.577,0.004,0.002,,
mapk1,Surflex/Surflex,1.0,NEF,,1.62,0.808,1.623,308,61875,619,5,0.619,1.628,0.503,1.623,0.004,0.004,,
mtorc1,Surflex/Surflex,1.0,NEF,,1.03,0.302,1.03,97,33069,331,1,0.507,1.03,0.5,1.031,0.0,0.0,,
oprk1,Surflex/Surflex,1.0,NEF,,4.17,0.037,4.167,24,269499,2695,1,0.806,4.168,0.516,4.167,0.003,0.001,,
pkm2,Surflex/Surflex,1.0,NEF,,0.18,0.041,0.183,546,245225,2453,1,0.155,0.183,0.496,0.183,-0.004,-0.003,,
pparg,Surflex/Surflex,1.0,NEF,,7.41,4.878,8.323,24,4095,41,2,0.897,8.699,0.537,8.333,0.057,0.055,,
tp53,Surflex/Surflex,1.0,NEF,,0.0,0.0,0.0,64,3409,35,0,0.0,0.0,0.495,0.0,-0.014,-0.013,,
vdr,Surflex/Surflex,1.0,NEF,,0.0,0.0,0.0,655,263303,2634,0,0.0,0.0,0.495,0.0,-0.005,-0.004,,
adrb2,Pafnucy/Surflex,1.0,NEF,,11.76,0.064,11.763,17,311765,3118,2,0.922,11.77,0.554,11.765,0.008,0.001,,
aldh1,Pafnucy/Surflex,1.0,NEF,,15.93,79.683,15.933,5363,107237,1073,855,0.987,74.502,0.579,79.683,0.344,0.253,,
esr1a,Pafnucy/Surflex,1.0,NEF,,7.69,2.273,7.677,13,4391,44,1,0.887,7.832,0.534,7.692,0.037,0.031,,
esr1t,Pafnucy/Surflex,1.0,NEF,,0.98,2.5,1.11,88,3908,40,1,0.527,1.113,0.501,2.5,0.002,0.002,,
fen1,Pafnucy/Surflex,1.0,NEF,,5.15,0.541,5.277,360,351078,3511,19,0.841,5.301,0.521,5.278,0.014,0.008,,
gba,Pafnucy/Surflex,1.0,NEF,,9.64,0.549,9.813,163,291404,2915,16,0.908,9.861,0.544,9.816,0.021,0.009,,
idh1,Pafnucy/Surflex,1.0,NEF,,2.56,0.028,2.564,39,358796,3588,1,0.719,2.565,0.508,2.564,0.002,0.0,,
kat2a,Pafnucy/Surflex,1.0,NEF,,3.09,0.175,3.092,194,342923,3430,6,0.756,3.096,0.51,3.093,0.005,0.002,,
mapk1,Pafnucy/Surflex,1.0,NEF,,1.3,0.646,1.298,308,61875,619,4,0.565,1.3,0.501,1.299,0.002,0.002,,
mtorc1,Pafnucy/Surflex,1.0,NEF,,1.03,0.302,1.03,97,33069,331,1,0.507,1.03,0.5,1.031,0.0,0.0,,
oprk1,Pafnucy/Surflex,1.0,NEF,,8.33,0.074,8.333,24,269499,2695,2,0.893,8.339,0.537,8.333,0.007,0.001,,
pkm2,Pafnucy/Surflex,1.0,NEF,,0.37,0.082,0.366,546,245225,2453,2,0.268,0.366,0.497,0.366,-0.003,-0.002,,
pparg,Pafnucy/Surflex,1.0,NEF,,11.11,7.317,12.485,24,4095,41,3,0.931,13.391,0.558,12.5,0.089,0.086,,
tp53,Pafnucy/Surflex,1.0,NEF,,0.0,0.0,0.0,64,3409,35,0,0.0,0.0,0.495,0.0,-0.014,-0.013,,
vdr,Pafnucy/Surflex,1.0,NEF,,0.91,0.228,0.916,655,263303,2634,6,0.478,0.916,0.5,0.916,-0.0,-0.0,,
adrb2,ΔVinaRF20/Surflex,1.0,NEF,,11.76,0.064,11.763,17,311765,3118,2,0.922,11.77,0.554,11.765,0.008,0.001,,
aldh1,ΔVinaRF20/Surflex,1.0,NEF,,15.74,78.751,15.747,5363,107237,1073,845,0.986,70.401,0.578,78.751,0.34,0.25,,
esr1a,ΔVinaRF20/Surflex,1.0,NEF,,7.69,2.273,7.677,13,4391,44,1,0.887,7.832,0.534,7.692,0.037,0.031,,
esr1t,ΔVinaRF20/Surflex,1.0,NEF,,0.98,2.5,1.11,88,3908,40,1,0.527,1.113,0.501,2.5,0.002,0.002,,
fen1,ΔVinaRF20/Surflex,1.0,NEF,,5.15,0.541,5.277,360,351078,3511,19,0.841,5.301,0.521,5.278,0.014,0.008,,
gba,ΔVinaRF20/Surflex,1.0,NEF,,9.64,0.549,9.813,163,291404,2915,16,0.908,9.861,0.544,9.816,0.021,0.009,,
idh1,ΔVinaRF20/Surflex,1.0,NEF,,0.0,0.0,0.0,39,358796,3588,0,0.0,0.0,0.495,0.0,-0.001,-0.0,,
kat2a,ΔVinaRF20/Surflex,1.0,NEF,,3.61,0.204,3.607,194,342923,3430,7,0.783,3.613,0.513,3.608,0.006,0.003,,
mapk1,ΔVinaRF20/Surflex,1.0,NEF,,1.3,0.646,1.298,308,61875,619,4,0.565,1.3,0.501,1.299,0.002,0.002,,
mtorc1,ΔVinaRF20/Surflex,1.0,NEF,,2.06,0.604,2.06,97,33069,331,2,0.674,2.066,0.505,2.062,0.006,0.005,,
oprk1,ΔVinaRF20/Surflex,1.0,NEF,,8.33,0.074,8.333,24,269499,2695,2,0.893,8.339,0.537,8.333,0.007,0.001,,
pkm2,ΔVinaRF20/Surflex,1.0,NEF,,2.38,0.53,2.38,546,245225,2453,13,0.705,2.388,0.507,2.381,0.007,0.005,,
pparg,ΔVinaRF20/Surflex,1.0,NEF,,11.11,7.317,12.485,24,4095,41,3,0.931,13.391,0.558,12.5,0.089,0.086,,
tp53,ΔVinaRF20/Surflex,1.0,NEF,,0.0,0.0,0.0,64,3409,35,0,0.0,0.0,0.495,0.0,-0.014,-0.013,,
vdr,ΔVinaRF20/Surflex,1.0,NEF,,0.91,0.228,0.916,655,263303,2634,6,0.478,0.916,0.5,0.916,-0.0,-0.0,,
adrb2,IFP/Surflex,1.0,NEF,,23.53,0.128,23.527,17,311765,3118,4,0.959,23.556,0.613,23.529,0.017,0.002,,
aldh1,IFP/Surflex,1.0,NEF,,15.35,76.794,15.356,5363,107237,1073,824,0.984,62.861,0.576,76.794,0.331,0.243,,
esr1a,IFP/Surflex,1.0,NEF,,7.69,2.273,7.677,13,4391,44,1,0.887,7.832,0.534,7.692,0.037,0.031,,
esr1t,IFP/Surflex,1.0,NEF,,5.88,12.5,5.551,88,3908,40,5,0.861,6.201,0.524,12.5,0.07,0.065,,
fen1,IFP/Surflex,1.0,NEF,,6.78,0.684,6.666,360,351078,3511,24,0.87,6.705,0.528,6.667,0.018,0.011,,
gba,IFP/Surflex,1.0,NEF,,9.64,0.549,9.813,163,291404,2915,16,0.908,9.861,0.544,9.816,0.021,0.009,,
idh1,IFP/Surflex,1.0,NEF,,1.61,0.028,2.564,39,358796,3588,1,0.719,2.565,0.508,2.564,0.002,0.0,,
kat2a,IFP/Surflex,1.0,NEF,,3.61,0.204,3.607,194,342923,3430,7,0.783,3.613,0.513,3.608,0.006,0.003,,
mapk1,IFP/Surflex,1.0,NEF,,1.62,0.808,1.623,308,61875,619,5,0.619,1.628,0.503,1.623,0.004,0.004,,
mtorc1,IFP/Surflex,1.0,NEF,,3.61,1.208,4.12,97,33069,331,4,0.806,4.158,0.516,4.124,0.017,0.014,,
oprk1,IFP/Surflex,1.0,NEF,,12.5,0.111,12.5,24,269499,2695,3,0.926,12.513,0.558,12.5,0.011,0.002,,
pkm2,IFP/Surflex,1.0,NEF,,7.14,1.59,7.141,546,245225,2453,39,0.879,7.24,0.531,7.143,0.029,0.022,,
pparg,IFP/Surflex,1.0,NEF,,11.11,7.317,12.485,24,4095,41,3,0.931,13.391,0.558,12.5,0.089,0.086,,
tp53,IFP/Surflex,1.0,NEF,,0.66,0.0,0.0,64,3409,35,0,0.0,0.0,0.495,0.0,-0.014,-0.013,,
vdr,IFP/Surflex,1.0,NEF,,1.24,0.304,1.221,655,263303,2634,8,0.55,1.222,0.501,1.221,0.001,0.001,,
adrb2,GRIM/Surflex,1.0,NEF,,17.65,0.096,17.645,17,311765,3118,3,0.946,17.661,0.583,17.647,0.012,0.002,,
aldh1,GRIM/Surflex,1.0,NEF,,15.76,78.844,15.765,5363,107237,1073,846,0.986,70.795,0.578,78.844,0.341,0.25,,
esr1a,GRIM/Surflex,1.0,NEF,,7.69,2.273,7.677,13,4391,44,1,0.887,7.832,0.534,7.692,0.037,0.031,,
esr1t,GRIM/Surflex,1.0,NEF,,0.98,2.5,1.11,88,3908,40,1,0.527,1.113,0.501,2.5,0.002,0.002,,
fen1,GRIM/Surflex,1.0,NEF,,7.32,0.741,7.222,360,351078,3511,26,0.879,7.268,0.531,7.222,0.02,0.012,,
gba,GRIM/Surflex,1.0,NEF,,10.84,0.617,11.039,163,291404,2915,18,0.917,11.102,0.55,11.043,0.024,0.011,,
idh1,GRIM/Surflex,1.0,NEF,,2.56,0.028,2.564,39,358796,3588,1,0.719,2.565,0.508,2.564,0.002,0.0,,
kat2a,GRIM/Surflex,1.0,NEF,,3.61,0.204,3.607,194,342923,3430,7,0.783,3.613,0.513,3.608,0.006,0.003,,
mapk1,GRIM/Surflex,1.0,NEF,,3.9,1.939,3.895,308,61875,619,12,0.798,3.952,0.515,3.896,0.021,0.019,,
mtorc1,GRIM/Surflex,1.0,NEF,,2.06,0.604,2.06,97,33069,331,2,0.674,2.066,0.505,2.062,0.006,0.005,,
oprk1,GRIM/Surflex,1.0,NEF,,12.5,0.111,12.5,24,269499,2695,3,0.926,12.513,0.558,12.5,0.011,0.002,,
pkm2,GRIM/Surflex,1.0,NEF,,5.86,1.305,5.859,546,245225,2453,32,0.856,5.923,0.524,5.861,0.023,0.018,,
pparg,GRIM/Surflex,1.0,NEF,,11.11,7.317,12.485,24,4095,41,3,0.931,13.391,0.558,12.5,0.089,0.086,,
tp53,GRIM/Surflex,1.0,NEF,,0.0,0.0,0.0,64,3409,35,0,0.0,0.0,0.495,0.0,-0.014,-0.013,,
